Total peptides: 254
Training set size: 215
Test set size: 39
Max index: 21, Vocab size: 22

-------Starting Training-------
_________________________________
Epoch [1/100], Loss: 2.8891692895155687, Accuracy: 0.2884615361690521
Epoch [49/100], Loss: 0.9318051292346075, Accuracy: 0.47836536169052124
Epoch [50/100], Loss: 0.9372431681706355, Accuracy: 0.47596150636672974
Epoch [51/100], Loss: 0.9372100646679218, Accuracy: 0.47756415605545044
Epoch [52/100], Loss: 0.9298491844764123, Accuracy: 0.47516027092933655
Epoch [53/100], Loss: 0.9273208012947669, Accuracy: 0.47516027092933655
Epoch [54/100], Loss: 0.9374068883749155, Accuracy: 0.47516024112701416
Epoch [55/100], Loss: 0.9306281484090365, Accuracy: 0.4711538851261139
Epoch [56/100], Loss: 0.9311139904535733, Accuracy: 0.4735576808452606
Epoch [57/100], Loss: 0.9352088753993695, Accuracy: 0.4711538553237915
Epoch [58/100], Loss: 0.9385423110081599, Accuracy: 0.4583333134651184
Epoch [59/100], Loss: 0.9379920730224023, Accuracy: 0.45913460850715637
Epoch [60/100], Loss: 0.9336224427590003, Accuracy: 0.46474361419677734
Epoch [61/100], Loss: 0.9218413829803467, Accuracy: 0.47836536169052124
Epoch [62/100], Loss: 0.9090495017858652, Accuracy: 0.4975961446762085
Epoch [63/100], Loss: 0.8846313907549932, Accuracy: 0.4951923191547394
Epoch [64/100], Loss: 0.854023433648623, Accuracy: 0.5152243375778198
Epoch [65/100], Loss: 0.8391177379167997, Accuracy: 0.5216346383094788
Epoch [66/100], Loss: 0.8344734861300542, Accuracy: 0.5216346383094788
Epoch [67/100], Loss: 0.8370142441529494, Accuracy: 0.5160256028175354
Epoch [68/100], Loss: 0.8336953933422382, Accuracy: 0.5296474099159241
Epoch [69/100], Loss: 0.835200846195221, Accuracy: 0.5184295177459717
Epoch [70/100], Loss: 0.8234040278654832, Accuracy: 0.5256410241127014
Epoch [71/100], Loss: 0.8282865973619314, Accuracy: 0.5000000596046448
Epoch [72/100], Loss: 0.8348268545590914, Accuracy: 0.4919871985912323
Epoch [73/100], Loss: 0.82867654470297, Accuracy: 0.4991987347602844
Epoch [74/100], Loss: 0.8280556156085088, Accuracy: 0.5240384936332703
Epoch [75/100], Loss: 0.8254117140403161, Accuracy: 0.5032051801681519
Epoch [76/100], Loss: 0.8289671035913321, Accuracy: 0.5232371687889099
Epoch [77/100], Loss: 0.8258224771572993, Accuracy: 0.5152243375778198
Epoch [78/100], Loss: 0.8185939422020545, Accuracy: 0.5408653616905212
Epoch [79/100], Loss: 0.8155893683433533, Accuracy: 0.5168269276618958
Epoch [80/100], Loss: 0.8248584178777841, Accuracy: 0.5168269276618958
Epoch [81/100], Loss: 0.8217569543765142, Accuracy: 0.5224359035491943
Epoch [82/100], Loss: 0.8304297603093661, Accuracy: 0.5008013248443604
Epoch [83/100], Loss: 0.826938427411593, Accuracy: 0.5296474099159241
Epoch [84/100], Loss: 0.8267517685890198, Accuracy: 0.5184295177459717
Epoch [85/100], Loss: 0.8229330548873315, Accuracy: 0.5232371687889099
Epoch [86/100], Loss: 0.8240460890990037, Accuracy: 0.521634578704834
Epoch [87/100], Loss: 0.8209144885723407, Accuracy: 0.5088140964508057
Epoch [88/100], Loss: 0.822454191171206, Accuracy: 0.5248397588729858
Epoch [89/100], Loss: 0.8236659260896536, Accuracy: 0.5280448794364929
Epoch [90/100], Loss: 0.8192640222035922, Accuracy: 0.5224359035491943
Epoch [91/100], Loss: 0.8243977289933425, Accuracy: 0.5144230723381042
Epoch [92/100], Loss: 0.854350167971391, Accuracy: 0.5136218070983887
Epoch [93/100], Loss: 0.9384241975270785, Accuracy: 0.4679487347602844
Epoch [94/100], Loss: 0.9461249113082886, Accuracy: 0.4583333432674408
Epoch [95/100], Loss: 0.9443113070267898, Accuracy: 0.46233972907066345
Epoch [96/100], Loss: 0.9330551440899189, Accuracy: 0.45192310214042664
Epoch [97/100], Loss: 0.9391595996343173, Accuracy: 0.48237183690071106
Epoch [98/100], Loss: 0.9319780285541828, Accuracy: 0.4679487347602844
Epoch [99/100], Loss: 0.9565798961199247, Accuracy: 0.4503205716609955
Epoch [100/100], Loss: 0.9398560432287363, Accuracy: 0.4615384638309479
-------End of Training--------
-----------------------------

------Starting Testing------
-----------------------------
Test Error:
 Accuracy: 30.21%, Avg loss: 0.9536

------End of testing--------
-----------------------------
