Total peptides: 254
Training set size: 215
Test set size: 39
Max index: 21, Vocab size: 22

-------Starting Training-------
_________________________________
Epoch [1/100], Loss: 1.2667899338098674, Accuracy: 0.41105765104293823
Epoch [87/100], Loss: 0.8079376037304218, Accuracy: 0.516826868057251
Epoch [88/100], Loss: 0.8062533736228943, Accuracy: 0.5368589758872986
Epoch [89/100], Loss: 0.8132966481722318, Accuracy: 0.5104166865348816
Epoch [90/100], Loss: 0.8105791669625503, Accuracy: 0.5024038553237915
Epoch [91/100], Loss: 0.8109105687875015, Accuracy: 0.5088140964508057
Epoch [92/100], Loss: 0.7995543342370254, Accuracy: 0.5448718667030334
Epoch [93/100], Loss: 0.8033168843159308, Accuracy: 0.536057710647583
Epoch [94/100], Loss: 0.8069001688407018, Accuracy: 0.5352563261985779
Epoch [95/100], Loss: 0.8064122520960294, Accuracy: 0.5080128312110901
Epoch [96/100], Loss: 0.8020709202839778, Accuracy: 0.5248398184776306
Epoch [97/100], Loss: 0.8021299678545731, Accuracy: 0.5352563858032227
Epoch [98/100], Loss: 0.8130980225709769, Accuracy: 0.5112179517745972
Epoch [99/100], Loss: 0.8140424008552845, Accuracy: 0.5040063261985779
Epoch [100/100], Loss: 0.808633015705989, Accuracy: 0.5200320482254028
-------End of Training--------
-----------------------------

------Starting Testing------
-----------------------------
Test Error:
 Accuracy: 33.33%, Avg loss: 1.9551

------End of testing--------
-----------------------------
